City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,nar'yan-mar,67.6713,53.087,49.71,70,91,17.36,RU,1692421275
84,yeniseysk,58.4497,92.1703,57.99,74,86,4.5,RU,1692421275
85,tarrafal de sao nicolau,16.5667,-24.3667,79.72,86,17,10.27,CV,1692421275
86,reggane,26.7158,0.1714,91.44,14,0,12.97,DZ,1692421276
87,ust-nera,64.5667,143.2,57.78,67,100,9.89,RU,1692421277
88,harstad,68.799,16.5293,52.16,97,98,8.01,NO,1692421277
89,badger,64.8,-147.5333,57.11,83,100,9.22,US,1692421278
90,pacasmayo,-7.4006,-79.5714,67.57,81,19,12.08,PE,1692421278
91,yayva,59.3303,57.2641,60.17,59,99,11.54,RU,1692421279
92,la sarre,48.8002,-79.1996,50.32,66,97,10.71,CA,1692421279
93,hermanus,-34.4187,19.2345,52.52,87,100,10.33,ZA,1692421280
94,west island,-12.1568,96.8225,78.78,53,84,21.85,CC,1692421280
95,fort collins,40.5853,-105.0844,78.87,51,0,4.61,US,1692420931
96,port alfred,-33.5906,26.891,56.5,77,100,4.34,ZA,1692421282
97,fort bragg,35.139,-79.006,78.35,76,100,3.44,US,1692421283
98,porto velho,-8.7619,-63.9039,77.05,88,0,0.0,BR,1692421123
99,mykhaylivka,47.2724,35.2224,79.61,42,23,10.0,UA,1692421283
100,quthing,-30.4,27.7003,44.24,27,100,3.67,LS,1692421284
101,brandon,27.9378,-82.2859,82.96,94,0,5.75,US,1692421070
102,vadso,70.0744,29.7487,49.08,87,75,17.27,NO,1692421284
103,saudarkrokur,65.7461,-19.6394,50.52,88,100,2.66,IS,1692421285
104,bodaybo,57.8506,114.1933,52.07,91,100,2.86,RU,1692421286
105,magburaka,8.7167,-11.95,73.4,98,100,2.04,SL,1692421286
106,mar del plata,-38.0023,-57.5575,46.13,70,75,23.0,AR,1692421127
107,aasiaat,68.7098,-52.8699,39.69,94,100,4.92,GL,1692421287
108,bamboo flat,11.7,92.7167,85.51,72,29,14.65,IN,1692421287
109,tiksi,71.6872,128.8694,40.01,81,47,12.95,RU,1692421288
110,kourou,5.1552,-52.6478,78.85,89,86,11.54,GF,1692421288
111,takanabe,32.1333,131.5,85.89,66,77,7.7,JP,1692421288
112,mejit,10.2753,170.8646,82.76,80,96,16.96,MH,1692421289
113,belyy yar,53.6039,91.3903,62.49,51,0,4.47,RU,1692421289
114,yinchuan,38.4681,106.2731,90.16,10,99,3.49,CN,1692421290
115,koster,-25.863,26.8976,52.12,37,27,4.32,ZA,1692421290
116,anadyr,64.75,177.4833,55.9,54,20,11.18,RU,1692421291
117,tazovsky,67.4667,78.7,55.27,57,0,1.9,RU,1692421291
118,kavaratti,10.5669,72.642,81.97,75,100,12.35,IN,1692421291
119,codrington,-38.2667,141.9667,59.13,76,85,16.69,AU,1692421292
120,whitehorse,60.7161,-135.0538,61.57,65,20,4.61,CA,1692421213
121,egilsstadir,65.2653,-14.3948,48.11,76,75,3.44,IS,1692421292
122,stanley,54.868,-1.6985,62.28,94,100,8.05,GB,1692421180
123,amahai,-3.3333,128.9167,80.38,77,61,12.17,ID,1692421293
124,dudinka,69.4058,86.1778,56.37,91,100,5.7,RU,1692421294
125,ha'il,27.5219,41.6907,87.82,25,0,2.3,SA,1692421294
126,warrenton,-28.114,24.8475,46.4,25,100,10.56,ZA,1692421294
127,cockburn town,21.4612,-71.1419,83.08,85,100,22.57,TC,1692421295
128,naze,28.3667,129.4833,83.32,80,100,7.99,JP,1692421295
129,papatowai,-46.5619,169.4708,48.79,66,100,16.93,NZ,1692421296
130,gadzhiyevo,69.2551,33.3362,48.58,81,45,21.59,RU,1692421296
131,payyannur,12.1,75.2,83.16,66,100,2.82,IN,1692421296
132,lezhe,41.7836,19.6436,71.92,93,0,4.52,AL,1692421297
133,rabo de peixe,37.8,-25.5833,69.31,78,20,4.61,PT,1692421298
134,l'aquila,42.365,13.3935,72.12,72,0,2.24,IT,1692421298
135,avarua,-21.2078,-159.775,77.05,88,100,4.61,CK,1692421298
136,luderitz,-26.6481,15.1594,53.6,90,64,7.29,NA,1692421299
137,enewetak,11.3474,162.3373,84.34,75,5,13.11,MH,1692421299
138,atafu village,-8.5421,-172.5159,82.92,79,100,15.79,TK,1692421299
139,san nicolas de bari,22.7844,-81.9133,79.14,89,17,6.78,CU,1692421300
140,betio village,1.358,172.9211,87.84,69,80,4.54,KI,1692421300
141,mokhsogollokh,61.4681,128.9203,74.21,52,100,8.14,RU,1692421301
142,lexington-fayette,38.0498,-84.4585,64.35,79,0,3.44,US,1692421106
143,ambazac,45.9598,1.4006,70.12,82,61,2.39,FR,1692421302
144,tyukhtet,56.5389,89.3011,57.25,74,100,7.05,RU,1692421302
145,yen bai,21.7,104.8667,90.79,66,100,2.46,VN,1692421303
146,okhotsk,59.3833,143.3,63.79,78,62,9.95,RU,1692421303
147,kone,-21.0595,164.8658,74.57,50,0,8.37,NC,1692421303
148,guelendeng,10.9176,15.5501,69.62,91,100,5.61,TD,1692421304
149,petropavlovsk-kamchatsky,53.0452,158.6483,75.79,47,75,15.66,RU,1692421304
150,bouna,9.2667,-3.0,71.1,95,95,3.47,CI,1692421305
151,carbonear,47.7332,-53.2148,58.62,94,100,6.31,CA,1692421305
152,marsh harbour,26.5412,-77.0636,83.3,75,87,16.11,BS,1692421305
153,cidade velha,14.9167,-23.6167,79.27,89,20,3.44,CV,1692421306
154,kargopol',61.5071,38.9456,54.18,73,91,0.92,RU,1692421306
155,georgetown,5.4112,100.3354,87.75,70,20,9.22,MY,1692421300
156,las vegas,36.175,-115.1372,77.23,69,100,26.46,US,1692420900
157,buta,2.7858,24.73,69.62,98,52,1.86,CD,1692421307
158,uyar,55.81,94.3153,57.94,70,98,8.48,RU,1692421307
159,daxing,39.7214,116.3292,91.36,51,1,3.18,CN,1692421308
160,bayanhongor,46.7167,100.1167,62.08,24,65,3.71,MN,1692421308
161,tralee,52.2704,-9.7026,59.77,93,100,13.96,IE,1692421308
162,polyarnyy,69.1989,33.4478,48.96,80,46,21.03,RU,1692421308
163,nienburg,52.6333,9.2167,71.73,87,58,6.69,DE,1692421309
164,newman,37.3138,-121.0208,80.83,66,10,1.01,US,1692421309
165,puerto lempira,15.2667,-83.7667,80.04,86,65,6.82,HN,1692421309
166,kirakira,-10.4544,161.9205,81.46,81,100,7.54,SB,1692421310
167,al mutayrifi,25.4788,49.5576,89.94,25,0,3.49,SA,1692421310
168,lorengau,-2.0226,147.2712,80.96,85,100,13.96,PG,1692421310
169,port lincoln,-34.7333,135.8667,61.09,70,91,14.83,AU,1692421311
170,saipan,15.1355,145.701,87.66,100,92,7.0,MP,1692421311
171,ilulissat,69.2167,-51.1,46.42,61,75,3.44,GL,1692421311
172,pimentel,-6.8367,-79.9342,70.09,73,0,13.8,PE,1692421312
173,lincoln city,44.9582,-124.0179,59.86,76,0,8.01,US,1692421207
174,severnoye,56.3491,78.3619,67.26,70,43,2.68,RU,1692421312
175,hithadhoo,-0.6,73.0833,82.45,75,17,8.01,MV,1692421313
176,talara,-4.5772,-81.2719,68.99,80,0,16.22,PE,1692421313
177,iskateley,67.6803,53.1512,49.6,70,90,17.38,RU,1692421313
178,bogorodsk,56.1033,43.5158,67.35,85,77,9.95,RU,1692421314
179,san patricio,28.017,-97.5169,84.85,78,3,11.48,US,1692421314
180,lysyye gory,51.5506,44.8414,81.68,28,4,5.68,RU,1692421314
181,kita,13.0349,-9.4895,72.36,96,100,3.02,ML,1692421315
182,saint-laurent-du-maroni,5.5039,-54.0289,74.55,99,93,3.09,GF,1692421315
183,smithers,54.7804,-127.1743,59.32,44,20,4.61,CA,1692421316
184,rongelap,11.1635,166.8941,83.75,75,15,14.12,MH,1692421316
185,ndelele,4.0333,14.9333,66.79,99,86,2.66,CM,1692421316
186,sisimiut,66.9395,-53.6735,45.86,86,100,5.53,GL,1692421316
187,pau brasil,-15.4642,-39.6511,61.59,95,7,1.97,BR,1692421317
188,sakaiminato,35.55,133.2333,91.33,66,75,6.91,JP,1692421317
189,salaqi,40.5414,110.5108,85.05,17,36,5.46,CN,1692421317
190,afaahiti,-17.75,-149.2833,75.07,73,76,22.68,PF,1692421318
191,udachny,66.4167,112.4,61.45,51,3,19.04,RU,1692421318
192,abu dhabi,24.4667,54.3667,92.95,47,0,10.36,AE,1692420903
193,asekeyevo,53.5742,52.7972,83.55,34,34,7.45,RU,1692421318
194,bereeda,11.8704,51.0579,90.55,47,99,5.26,SO,1692421319
195,dano,11.15,-3.0667,72.61,96,91,5.1,BF,1692421319
196,nemuro,43.3236,145.575,66.34,93,36,9.13,JP,1692421320
197,lompoc,34.6391,-120.4579,66.02,85,20,8.99,US,1692421321
198,tolanaro,-25.0319,46.9987,59.07,94,0,1.14,MG,1692421321
199,tshabong,-26.05,22.45,54.72,22,100,10.0,BW,1692421322
200,sandnessjoen,66.0217,12.6316,45.12,72,42,8.21,NO,1692421147
201,parabel',58.6978,81.4825,63.05,50,88,1.01,RU,1692421323
202,vila velha,-20.3297,-40.2925,73.35,73,20,12.66,BR,1692421255
203,galliano,29.4422,-90.2992,82.99,78,0,3.44,US,1692421324
204,mahibadhoo,3.7833,72.9667,82.74,72,99,11.12,MV,1692421324
205,ghat,24.9647,10.1728,81.72,26,42,5.97,LY,1692421325
206,el granada,37.5027,-122.4694,68.92,84,100,9.22,US,1692421325
207,touros,-5.1989,-35.4608,73.29,91,66,9.06,BR,1692421325
208,yellowknife,62.456,-114.3525,54.41,99,75,9.22,CA,1692421288
209,ancud,-41.8697,-73.8203,42.76,84,100,10.85,CL,1692421326
210,gaiman,-43.2897,-65.4929,39.4,84,91,13.82,AR,1692421326
211,santa rosalia,27.3167,-112.2833,84.38,62,99,6.91,MX,1692421327
212,benghazi,32.1167,20.0667,79.61,77,0,12.8,LY,1692421224
213,sarkand,45.41,79.9186,77.22,27,0,9.28,KZ,1692421328
214,ciudad bolivar,8.1222,-63.5497,79.3,84,99,6.67,VE,1692421328
215,albemarle,35.3501,-80.2001,72.45,83,0,3.44,US,1692421328
216,mafeteng,-29.823,27.2374,41.5,22,100,4.12,LS,1692421329
217,bukoba,-1.3317,31.8122,64.38,88,40,0.0,TZ,1692421329
218,ji'an,27.1172,114.9793,96.3,43,57,4.54,CN,1692421330
219,puerto deseado,-47.7503,-65.8938,40.37,92,99,15.9,AR,1692421330
220,owatonna,44.0839,-93.226,67.87,72,0,10.36,US,1692420760
221,osvaldo cruz,-21.7967,-50.8786,71.51,51,73,6.62,BR,1692421087
222,gunjur,13.2019,-16.7339,78.87,94,75,4.61,GM,1692421331
223,la passe,45.5549,-0.8967,71.98,83,59,4.76,FR,1692421332
224,sol'-iletsk,51.1631,54.9918,83.71,32,13,5.95,RU,1692421332
225,collie,-33.3667,116.15,64.47,56,1,6.87,AU,1692421333
226,tabuk,17.4189,121.4443,90.43,62,24,4.47,PH,1692421333
227,wenshui,28.4506,106.5267,84.85,57,96,2.73,CN,1692421334
228,cadale,2.7603,46.3222,79.36,74,35,16.89,SO,1692421334
229,abu zabad,12.35,29.25,78.57,70,33,6.08,SD,1692421334
230,taroa,8.7058,171.2275,83.17,77,77,13.78,MH,1692421335
231,waingapu,-9.6567,120.2641,83.84,56,30,11.1,ID,1692421335
232,jayapura,-2.5333,140.7,81.79,79,99,7.58,ID,1692421336
233,taybad,34.74,60.7756,86.86,14,0,18.61,IR,1692421336
234,zhangye,38.9342,100.4517,85.5,23,38,4.25,CN,1692421337
235,umluj,25.0213,37.2685,87.37,71,0,3.27,SA,1692421337
236,orkney,-26.9802,26.6727,49.86,32,40,5.53,ZA,1692421337
237,rawson,-43.3002,-65.1023,39.49,93,100,10.36,AR,1692421284
238,vila franca do campo,37.7167,-25.4333,70.21,75,14,1.5,PT,1692421338
239,arteche,12.2645,125.4048,81.68,82,39,4.97,PH,1692421338
240,kerikeri,-35.2268,173.9474,56.91,94,100,3.0,NZ,1692421339
241,wotho,10.1657,166.0102,83.35,77,15,12.48,MH,1692421339
242,carnarvon,-24.8667,113.6333,77.38,28,0,5.28,AU,1692421340
243,gotsucho,35.0,132.2167,85.42,69,66,5.46,JP,1692421340
244,mitchell,43.7094,-98.0298,90.95,31,53,19.77,US,1692421274
245,milagres,-7.3133,-38.9456,75.97,86,29,4.07,BR,1692421341
246,demba,-5.51,22.2667,72.5,72,94,2.08,CD,1692421341
247,puquio,-14.7,-74.1333,49.42,22,5,4.61,PE,1692421341
248,taco pozo,-25.6167,-63.2833,56.37,71,11,5.06,AR,1692421342
249,sungailiat,-1.85,106.1333,86.79,61,48,14.52,ID,1692421342
250,bubaque,11.2833,-15.8333,80.24,81,100,9.1,GW,1692421342
251,punta arenas,-53.15,-70.9167,35.71,100,100,4.61,CL,1692421218
252,villa de san francisco,14.1667,-86.9667,74.68,80,99,1.83,HN,1692421343
253,rio grande,-32.035,-52.0986,51.91,87,80,18.16,BR,1692421344
254,kiunga,-6.1219,141.2906,83.39,62,85,4.7,PG,1692421344
255,dryden,49.7833,-92.7503,68.29,60,40,13.8,CA,1692421344
256,college,64.8569,-147.8028,57.18,83,100,9.22,US,1692421339
257,saint-pierre,-21.3393,55.4781,76.57,60,0,3.44,RE,1692421345
258,korla,41.7597,86.1469,84.13,32,15,2.06,CN,1692421230
259,turtas,58.9417,69.1325,72.81,70,3,9.48,RU,1692421346
260,juneau,58.3019,-134.4197,55.42,100,83,1.32,US,1692421346
261,malpe,13.35,74.7167,76.3,78,100,3.71,IN,1692421347
262,st. john's,47.5649,-52.7093,58.15,93,75,4.61,CA,1692421163
263,sungai penuh,-2.0833,101.3833,73.09,88,89,0.94,ID,1692421347
264,capri,40.5507,14.2426,75.38,67,0,3.31,IT,1692421348
265,stuttgart,48.7823,9.177,69.71,87,0,0.0,DE,1692421203
266,sept-iles,50.2001,-66.3821,61.32,97,100,18.41,CA,1692421348
267,coquimbo,-29.9533,-71.3436,53.33,82,0,4.61,CL,1692421349
268,markovo,57.3206,107.0881,53.08,95,100,13.71,RU,1692421349
269,chambas,22.1928,-78.9136,77.77,90,96,4.54,CU,1692421349
270,piombino,42.9348,10.5221,75.43,68,19,4.63,IT,1692421350
271,vernon,50.2581,-119.2691,68.61,48,28,1.14,CA,1692421240
272,wenchang,30.904,118.4887,90.57,57,4,7.36,CN,1692421351
273,inhambane,-23.865,35.3833,64.38,100,75,0.0,MZ,1692421351
274,punta alta,-38.8759,-62.0736,41.07,61,2,19.22,AR,1692421351
275,warm mineral springs,27.0598,-82.2601,80.98,97,0,5.75,US,1692421352
276,le port,-20.9373,55.2919,76.89,81,11,0.94,RE,1692421352
277,kununurra,-15.7667,128.7333,91.38,22,59,9.22,AU,1692421095
278,ketchikan,55.3422,-131.6461,60.78,83,4,4.54,US,1692421353
279,puerto cabezas,14.0351,-83.3888,78.28,90,95,7.25,NI,1692421354
280,saint-joseph,-21.3667,55.6167,75.47,77,28,2.86,RE,1692421355
281,sorong,-0.8833,131.25,81.18,82,91,15.88,ID,1692421355
282,tionk essil,12.7856,-16.5217,78.85,86,96,7.29,SN,1692421356
283,aykhal,66.0,111.5,61.74,40,0,19.37,RU,1692421356
284,cerro de ortega,18.75,-103.7667,78.75,83,100,2.13,MX,1692421357
285,debark',13.1561,37.8981,56.82,70,61,0.98,ET,1692421357
286,chibougamau,49.9168,-74.3659,58.62,100,100,0.0,CA,1692421358
287,luena,-11.7833,19.9167,64.58,42,1,8.05,AO,1692421358
288,sidney,-33.8679,151.2073,67.89,42,0,19.57,AU,1692421215
289,ca mau,9.1769,105.15,90.14,55,95,14.23,VN,1692421359
290,ad douiem,14.0012,32.3116,79.93,65,100,17.78,SD,1692421359
291,sydney,-33.8679,151.2073,67.89,42,0,19.57,AU,1692421179
292,zyryanovsk,49.7386,84.2719,68.14,51,84,3.18,KZ,1692421360
293,antsiranana,-12.2787,49.2917,75.96,60,40,11.5,MG,1692421361
294,ebon,4.582,168.6964,84.11,69,61,3.56,MH,1692421361
295,laojunmiao,39.8333,97.7333,75.58,22,0,6.62,CN,1692421361
296,medina de rioseco,41.8833,-5.0441,66.88,67,6,6.69,ES,1692421362
297,page,36.9147,-111.4558,78.58,45,0,1.99,US,1692421363
298,susuman,62.7833,148.1667,55.63,69,78,10.67,RU,1692421363
299,barcelos,41.5388,-8.6151,71.92,90,99,4.92,PT,1692421363
300,puerto ayora,-0.7393,-90.3518,74.55,86,63,7.0,EC,1692421364
301,tsiombe,-25.3,45.4833,68.5,78,0,9.01,MG,1692421365
302,olinda,-8.0089,-34.8553,76.73,83,75,8.05,BR,1692421365
303,auki,-8.7676,160.7034,81.93,80,86,1.23,SB,1692421365
304,las tunas,20.9617,-76.9511,75.11,92,95,5.57,CU,1692421365
305,swakopmund,-22.6833,14.5333,50.85,88,82,7.0,NA,1692421366
306,turpan,42.9333,89.1667,94.78,13,98,5.06,CN,1692421366
307,novofedorivka,46.1713,32.3178,77.07,58,0,12.24,UA,1692421366
308,lagunas,-5.2269,-75.6753,75.79,71,4,2.57,PE,1692421367
309,acarau,-2.8856,-40.12,77.65,88,24,16.51,BR,1692421367
310,manali,13.1667,80.2667,90.07,66,90,12.01,IN,1692421114
311,labytnangi,66.6572,66.4183,53.04,68,97,16.22,RU,1692421367
312,san antonio de pale,-1.4014,5.6325,73.17,84,100,15.86,GQ,1692421368
313,belidzhi,41.8918,48.4125,82.44,54,97,3.33,RU,1692421368
314,masterton,-40.9597,175.6575,52.88,88,100,7.27,NZ,1692421369
315,graaff-reinet,-32.2522,24.5308,48.6,55,100,1.74,ZA,1692421369
316,twon-brass,4.3151,6.2418,77.34,86,100,7.23,NG,1692421369
317,long beach,33.767,-118.1892,75.11,80,0,10.36,US,1692421127
318,debre werk',10.6667,38.1667,59.63,75,4,0.49,ET,1692421370
319,sandwich,41.6459,-88.6217,64.02,80,0,4.61,US,1692421327
320,kouango,4.9934,19.9619,69.67,99,84,3.2,CF,1692421370
321,namibe,-15.1961,12.1522,61.86,81,52,7.27,AO,1692421371
322,sinop,41.7711,34.8709,66.63,67,0,1.68,TR,1692421371
323,enniscorthy,52.5008,-6.5578,61.48,99,100,27.6,IE,1692421371
324,kapuskasing,49.4169,-82.4331,48.29,93,0,2.3,CA,1692421372
325,merritt island,28.5392,-80.672,78.01,92,0,4.61,US,1692421179
326,oppdal,62.5943,9.6912,53.82,79,32,9.8,NO,1692421372
327,la mira,18.035,-102.3266,79.59,84,93,4.21,MX,1692421372
328,moree,-29.4667,149.85,62.53,28,1,17.22,AU,1692421373
329,villa del prado,40.2692,-4.3046,74.64,54,27,3.0,ES,1692421373
330,ibiza,38.9088,1.433,77.81,89,75,2.3,ES,1692421176
331,lagoa,39.05,-27.9833,71.17,72,16,6.8,PT,1692421373
332,ribeira brava,32.65,-17.0667,74.71,80,55,1.68,PT,1692421374
333,san juan de miraflores,-12.1629,-76.9635,68.52,80,100,5.48,PE,1692421374
334,dukhan,25.4297,50.7858,93.43,52,0,6.76,QA,1692421375
335,san juan nepomuceno,9.9516,-75.082,75.52,93,70,3.8,CO,1692421375
336,dompu,-8.5356,118.4622,93.42,37,30,5.1,ID,1692421375
337,selfoss,63.9331,-20.9971,52.05,80,99,8.66,IS,1692421376
338,nogliki,51.8333,143.1667,63.0,85,61,13.4,RU,1692421376
339,fortuna,40.5982,-124.1573,58.35,88,15,2.35,US,1692421377
340,puerto armuelles,8.2833,-82.8667,77.09,91,100,8.01,PA,1692421377
341,basco,20.4487,121.9702,84.69,77,100,12.35,PH,1692421377
342,port-vila,-17.7338,168.3219,78.4,83,75,10.36,VU,1692421378
343,dalnegorsk,44.5604,135.5701,86.95,57,11,6.31,RU,1692421378
344,timimoun,29.2639,0.231,86.38,16,0,8.05,DZ,1692421378
345,san vicente de canete,-13.0751,-76.3835,65.17,82,93,4.25,PE,1692421379
346,jumla,29.2747,82.1838,77.25,56,70,5.19,NP,1692421379
347,almese-rivera,45.1191,7.4011,72.82,78,83,4.52,IT,1692421379
348,zarah sharan,33.1467,68.7917,77.41,20,0,5.79,AF,1692421380
349,la'ie,21.6477,-157.9253,82.36,73,3,12.15,US,1692421380
350,hilo,19.7297,-155.09,76.24,93,93,1.99,US,1692421217
351,howrah,22.5892,88.3103,86.0,89,75,9.22,IN,1692421381
352,ebaye,8.7748,167.7392,86.02,74,40,10.36,MH,1692421381
353,alice springs,-23.7,133.8833,71.15,26,0,9.22,AU,1692421382
354,maridi,4.9158,29.4742,69.89,84,3,2.24,SS,1692421383
355,lagoa formosa,-18.7786,-46.4075,64.36,57,0,1.68,BR,1692421383
356,aral,40.5156,81.2636,89.15,19,4,6.89,CN,1692421384
357,camoapa,12.3839,-85.5116,70.27,93,74,6.04,NI,1692421384
358,yerofey pavlovich,53.9667,121.9667,64.42,54,88,12.08,RU,1692421384
359,ouro preto do oeste,-10.7481,-62.2158,82.58,47,77,3.76,BR,1692421362
360,al ghayzah,16.2079,52.176,82.56,79,76,6.91,YE,1692421385
361,marsa alam,25.0757,34.8918,91.69,48,6,10.83,EG,1692421385
362,daru,-9.0763,143.2092,79.47,58,72,12.48,PG,1692421386
363,hammerfest,70.6634,23.6821,48.65,81,100,8.05,NO,1692421125
364,isiro,2.7739,27.616,68.61,92,94,1.48,CD,1692421386
365,cole harbour,44.6724,-63.4751,69.96,96,100,28.77,CA,1692421336
366,praia da vitoria,38.7333,-27.0667,68.76,88,20,7.38,PT,1692421387
